SG_IES,DS_CATEGORIA_ADM,SG_UF_CAMPUS,DS_REGIAO_CAMPUS,NO_MUNICIPIO_CAMPUS,NO_CURSO,DS_GRAU,DS_TURNO,QT_VAGAS_CONCORRENCIA,QT_INSCRICAO,CI,IGC,POP,HIERARQUIA_URBANA,COD_HIERARQUIA_URBANA,GRUPO_HIERARQUIA_URBANA,IA,IA_Q5,NU_NOTACORTE,curso_smoothed
UNIFAP,Pública Federal,AP,Norte,Macapá,ARQUITETURA E URBANISMO,Bacharelado,Matutino,12,24.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,802.3,680.6231631191843
UNIFAP,Pública Federal,AP,Norte,Macapá,EDUCAÇÃO FÍSICA,Licenciatura,Matutino,12,30.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,743.9,639.3321121504057
UNIFAP,Pública Federal,AP,Norte,Macapá,ARTES VISUAIS,Licenciatura,Vespertino,12,15.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,697.94,655.5429267608254
UNIFAP,Pública Federal,AP,Norte,Macapá,ENGENHARIA ELÉTRICA,Bacharelado,Matutino,12,5.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,783.5,656.1843529344504
UNIFAP,Pública Federal,AP,Norte,Macapá,CIÊNCIAS AMBIENTAIS,Bacharelado,Vespertino,12,7.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,720.02,645.0674432600157
UNIFAP,Pública Federal,AP,Norte,Macapá,GEOGRAFIA,Bacharelado,Vespertino,8,6.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,711.34,601.163648285659
UNIFAP,Pública Federal,AP,Norte,Macapá,CIÊNCIAS SOCIAIS,Bacharelado,Noturno,7,5.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,715.97,628.3219411685319
UNIFAP,Pública Federal,AP,Norte,Macapá,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Integral,6,12.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,758.71,625.3084373191754
UNIFAP,Pública Federal,AP,Norte,Macapá,MEDICINA,Bacharelado,Integral,15,138.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,923.9,747.3508917752739
UNIFAP,Pública Federal,AP,Norte,Macapá,FARMÁCIA,Bacharelado,Integral,12,28.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,803.62,673.8188041025329
UNIFAP,Pública Federal,AP,Norte,Macapá,RELAÇÕES INTERNACIONAIS,Bacharelado,Vespertino,12,20.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,790.34,669.4071780911233
UNIFAP,Pública Federal,AP,Norte,Macapá,JORNALISMO,Bacharelado,Noturno,12,12.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,764.18,662.9502884146331
UNIFAP,Pública Federal,AP,Norte,Macapá,LETRAS - PORTUGUÊS E FRANCÊS,Licenciatura,Vespertino,7,11.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,713.93,638.1907552025949
UNIFAP,Pública Federal,AP,Norte,Macapá,FISIOTERAPIA,Bacharelado,Integral,12,46.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,828.55,676.0931576868179
UNIFAP,Pública Federal,AP,Norte,Macapá,ENGENHARIA CIVIL,Bacharelado,Noturno,12,14.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,807.24,671.3643818432049
UNIFAP,Pública Federal,AP,Norte,Macapá,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,12,22.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,819.07,694.8344160434496
UNIFAP,Pública Federal,AP,Norte,Macapá,ADMINISTRAÇÃO,Bacharelado,Noturno,12,39.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,761.78,645.2301384306802
UNIFAP,Pública Federal,AP,Norte,Macapá,TEATRO,Licenciatura,Matutino,12,7.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,655.78,640.3770243008119
UNIFAP,Pública Federal,AP,Norte,Macapá,LETRAS - LIBRAS - PORTUGUÊS,Licenciatura,Noturno,7,15.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,703.3,645.7305259325664
UNIFAP,Pública Federal,AP,Norte,Macapá,QUÍMICA,Licenciatura,Vespertino,12,7.0,2,3,442933.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,316638.755943745,341296.47333333304,719.38,604.450563655826
UFRA,Pública Federal,PA,Norte,Capitão Poço,AGRONOMIA,Bacharelado,Integral,12,37.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,690.34,627.4408810256225
UFRA,Pública Federal,PA,Norte,Capitão Poço,BIOLOGIA,Bacharelado,Integral,12,42.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,722.7,649.8357552025949
UFRA,Pública Federal,PA,Norte,Capitão Poço,ENGENHARIA FLORESTAL,Bacharelado,Integral,12,31.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,688.05,620.9542669092568
UFRA,Pública Federal,PA,Norte,Capitão Poço,SISTEMAS DE INFORMAÇÃO,Bacharelado,Noturno,12,23.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,706.28,666.5640524812374
UFRA,Pública Federal,PA,Norte,Capitão Poço,COMPUTAÇÃO,Licenciatura,Noturno,12,27.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,694.59,638.788939457404
UFRA,Pública Federal,PA,Norte,Paragominas,AGRONOMIA,Bacharelado,Integral,12,56.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,702.12,627.4408810256225
UFRA,Pública Federal,PA,Norte,Paragominas,ENGENHARIA FLORESTAL,Bacharelado,Integral,12,18.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,693.18,620.9542669092568
UFRA,Pública Federal,PA,Norte,Paragominas,ZOOTECNIA,Bacharelado,Integral,12,23.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,698.01,626.6004509727054
UFRA,Pública Federal,PA,Norte,Paragominas,ADMINISTRAÇÃO,Bacharelado,Noturno,12,53.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,705.95,645.2301384306802
UFRA,Pública Federal,PA,Norte,Paragominas,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,12,35.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,707.21,645.2136391619567
UFRA,Pública Federal,PA,Norte,Paragominas,SISTEMAS DE INFORMAÇÃO,Bacharelado,Noturno,12,24.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,712.95,666.5640524812374
UFRA,Pública Federal,PA,Norte,Belém,AGRONOMIA,Bacharelado,Integral,37,1454.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,716.53,627.4408810256225
UFRA,Pública Federal,PA,Norte,Belém,ENGENHARIA FLORESTAL,Bacharelado,Integral,22,863.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,728.38,620.9542669092568
UFRA,Pública Federal,PA,Norte,Belém,MEDICINA VETERINÁRIA,Bacharelado,Integral,20,1718.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,781.58,679.6810620232808
UFRA,Pública Federal,PA,Norte,Belém,ENGENHARIA DE PESCA,Bacharelado,Integral,12,427.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,705.63,631.2801049624751
UFRA,Pública Federal,PA,Norte,Belém,ZOOTECNIA,Bacharelado,Integral,12,537.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,715.8,626.6004509727054
UFRA,Pública Federal,PA,Norte,Belém,SISTEMAS DE INFORMAÇÃO,Bacharelado,Noturno,12,1114.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,743.48,666.5640524812374
UFRA,Pública Federal,PA,Norte,Belém,COMPUTAÇÃO,Licenciatura,Noturno,12,1140.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,713.44,638.788939457404
UFRA,Pública Federal,PA,Norte,Belém,ENGENHARIA AMBIENTAL E ENERGIAS RENOVÁVEIS,Bacharelado,Integral,12,607.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,746.47,647.9382081261708
UFRA,Pública Federal,PA,Norte,Belém,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,Bacharelado,Integral,12,332.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,715.73,641.0649452165669
UFRA,Pública Federal,PA,Norte,Belém,LETRAS - LIBRAS,Licenciatura,Vespertino,4,458.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,718.07,639.5827512729979
UFRA,Pública Federal,PA,Norte,Belém,CIÊNCIAS BIOLÓGICAS ,Bacharelado,Matutino,12,1295.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,740.4,625.3084373191754
UFRA,Pública Federal,PA,Norte,Belém,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,Bacharelado,Integral,12,605.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,714.73,628.5322803760147
UFRA,Pública Federal,PA,Norte,Belém,LETRAS - PORTUGUÊS,Licenciatura,Matutino,12,976.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,727.27,626.5265981322199
UFRA,Pública Federal,PA,Norte,Belém,PEDAGOGIA,Licenciatura,Vespertino,10,1345.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,720.57,606.1804784005626
UFRA,Pública Federal,PA,Norte,Capanema,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,12,62.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,722.33,645.2136391619567
UFRA,Pública Federal,PA,Norte,Capanema,AGRONOMIA,Bacharelado,Integral,12,57.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,703.9,627.4408810256225
UFRA,Pública Federal,PA,Norte,Capanema,ENGENHARIA AMBIENTAL E ENERGIAS RENOVÁVEIS,Bacharelado,Integral,12,39.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,717.36,647.9382081261708
UFRA,Pública Federal,PA,Norte,Capanema,ADMINISTRAÇÃO,Bacharelado,Noturno,12,97.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,710.13,645.2301384306802
UFRA,Pública Federal,PA,Norte,Capanema,BIOLOGIA,Bacharelado,Integral,12,42.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,721.12,649.8357552025949
UFRA,Pública Federal,PA,Norte,Capanema,BIOLOGIA,Licenciatura,Integral,12,32.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,704.9,649.8357552025949
UFRA,Pública Federal,PA,Norte,Tomé-Açu,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,12,38.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,686.63,645.2136391619567
UFRA,Pública Federal,PA,Norte,Tomé-Açu,ADMINISTRAÇÃO,Bacharelado,Noturno,12,62.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,701.96,645.2301384306802
UFRA,Pública Federal,PA,Norte,Tomé-Açu,ENGENHARIA AGRÍCOLA,Bacharelado,Integral,12,30.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,690.99,637.1918253525138
UFRA,Pública Federal,PA,Norte,Tomé-Açu,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,12,49.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,687.52,628.004090954236
UFRA,Pública Federal,PA,Norte,Tomé-Açu,BIOLOGIA,Licenciatura,Integral,12,34.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,699.0,649.8357552025949
UFRA,Pública Federal,PA,Norte,Parauapebas,ZOOTECNIA,Bacharelado,Integral,12,29.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,687.23,626.6004509727054
UFRA,Pública Federal,PA,Norte,Parauapebas,ENGENHARIA FLORESTAL,Bacharelado,Integral,12,46.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,702.83,620.9542669092568
UFRA,Pública Federal,PA,Norte,Parauapebas,ENGENHARIA DE PRODUÇÃO,Bacharelado,Noturno,12,53.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,733.65,657.0309190040646
UFRA,Pública Federal,PA,Norte,Parauapebas,ADMINISTRAÇÃO,Bacharelado,Noturno,12,93.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,714.18,645.2301384306802
UFRA,Pública Federal,PA,Norte,Parauapebas,ENFERMAGEM,Bacharelado,Noturno,12,175.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,784.98,686.4201121504061
UFRA,Pública Federal,PA,Norte,Parauapebas,AGRONOMIA,Bacharelado,Integral,12,47.0,5,4,1303403.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3159457.00969752,2919600.96333334,686.3,627.4408810256225
UNEAL,Pública Estadual,AL,Nordeste,Santana do Ipanema,PEDAGOGIA,Licenciatura,Noturno,20,124.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,580.02,606.1804784005626
UNEAL,Pública Estadual,AL,Nordeste,Santana do Ipanema,ZOOTECNIA,Bacharelado,Vespertino,20,86.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,533.14,626.6004509727054
UNEAL,Pública Estadual,AL,Nordeste,Santana do Ipanema,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Noturno,20,75.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,532.78,625.3084373191754
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,LETRAS - PORTUGUÊS,Licenciatura,Noturno,12,54.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,556.66,626.5265981322199
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,GEOGRAFIA,Licenciatura,Noturno,20,88.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,517.34,601.163648285659
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,HISTÓRIA,Licenciatura,Noturno,20,83.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,578.81,633.8766325788527
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,PEDAGOGIA,Licenciatura,Noturno,20,116.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,566.79,606.1804784005626
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Noturno,20,120.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,526.36,625.3084373191754
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,QUÍMICA,Licenciatura,Noturno,20,65.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,490.94,604.450563655826
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,MATEMÁTICA,Licenciatura,Noturno,20,61.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,535.24,604.4228834847912
UNEAL,Pública Estadual,AL,Nordeste,Palmeira dos Índios,LETRAS - INGLÊS,Licenciatura,Noturno,12,37.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,545.36,635.1459873393643
UNEAL,Pública Estadual,AL,Nordeste,São Miguel dos Campos,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,20,77.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,575.38,645.2136391619567
UNEAL,Pública Estadual,AL,Nordeste,São Miguel dos Campos,LETRAS - PORTUGUÊS,Licenciatura,Vespertino,10,26.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,507.49,626.5265981322199
UNEAL,Pública Estadual,AL,Nordeste,São Miguel dos Campos,LETRAS - INGLÊS,Licenciatura,Vespertino,7,16.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,506.67,635.1459873393643
UNEAL,Pública Estadual,AL,Nordeste,São Miguel dos Campos,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,Vespertino,10,26.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,480.39,624.3698373155664
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,ADMINISTRAÇÃO,Bacharelado,Noturno,20,328.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,605.0,645.2301384306802
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,20,145.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,643.85,645.2136391619567
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,PEDAGOGIA,Licenciatura,Matutino,20,213.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,593.21,606.1804784005626
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Noturno,20,108.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,563.77,625.3084373191754
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,LETRAS - PORTUGUÊS E FRANCÊS,Licenciatura,Vespertino,10,49.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,553.07,638.1907552025949
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,LÍNGUA E LITERATURAS DA LÍNGUA INGLESA,Licenciatura,Noturno,10,49.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,631.48,644.3222906384487
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,LÍNGUA PORTUGUESA E RESPECTIVAS LITERATURAS,Licenciatura,Vespertino,10,43.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,569.02,642.307054280017
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,LÍNGUA PORTUGUESA E RESPECTIVAS LITERATURAS,Licenciatura,Noturno,10,56.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,601.99,642.307054280017
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Matutino,20,119.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,542.84,625.3084373191754
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,GEOGRAFIA,Licenciatura,Noturno,20,133.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,559.14,601.163648285659
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,HISTÓRIA,Licenciatura,Noturno,20,157.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,624.91,633.8766325788527
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,MATEMÁTICA,Licenciatura,Noturno,20,84.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,572.23,604.4228834847912
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,QUÍMICA,Licenciatura,Noturno,20,108.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,528.69,604.450563655826
UNEAL,Pública Estadual,AL,Nordeste,Arapiraca,DIREITO,Bacharelado,Vespertino,20,363.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,724.49,708.4452260678966
UNEAL,Pública Estadual,AL,Nordeste,União dos Palmares,LETRAS - PORTUGUÊS,Licenciatura,Noturno,12,47.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,532.91,626.5265981322199
UNEAL,Pública Estadual,AL,Nordeste,União dos Palmares,GEOGRAFIA,Licenciatura,Noturno,20,59.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,496.24,601.163648285659
UNEAL,Pública Estadual,AL,Nordeste,União dos Palmares,LETRAS - INGLÊS,Licenciatura,Noturno,12,29.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,505.32,635.1459873393643
UNEAL,Pública Estadual,AL,Nordeste,Maceió,ADMINISTRAÇÃO PÚBLICA,Bacharelado,Noturno,20,116.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,594.09,644.2641568487084
UNEAL,Pública Estadual,AL,Nordeste,Maceió,DIREITO,Bacharelado,Noturno,20,342.0,4,3,234696.0,Capital Regional C,2C,2,443404.44683483103,488450.3,718.38,708.4452260678966
FURG,Pública Federal,RS,Sul,Rio Grande,CIÊNCIAS ECONÔMICAS,Bacharelado,Noturno,48,115.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,605.74,662.5125856707309
FURG,Pública Federal,RS,Sul,Rio Grande,ADMINISTRAÇÃO,Bacharelado,Noturno,48,248.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,631.23,645.2301384306802
FURG,Pública Federal,RS,Sul,Rio Grande,OCEANOLOGIA,Bacharelado,Integral,19,71.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,627.27,643.9505158184785
FURG,Pública Federal,RS,Sul,Rio Grande,GEOGRAFIA,Bacharelado,Noturno,14,30.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,476.14,601.163648285659
FURG,Pública Federal,RS,Sul,Rio Grande,HISTÓRIA,Licenciatura,Vespertino,15,45.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,614.07,633.8766325788527
FURG,Pública Federal,RS,Sul,Rio Grande,MATEMÁTICA,Licenciatura,Noturno,19,35.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,534.17,604.4228834847912
FURG,Pública Federal,RS,Sul,Rio Grande,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Noturno,24,56.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,515.15,628.004090954236
FURG,Pública Federal,RS,Sul,Rio Grande,LETRAS - PORTUGUÊS E FRANCÊS,Licenciatura,Noturno,11,32.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,505.24,638.1907552025949
FURG,Pública Federal,RS,Sul,Rio Grande,ENGENHARIA CIVIL,Bacharelado,Integral,35,136.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,625.04,671.3643818432049
FURG,Pública Federal,RS,Sul,Rio Grande,ENGENHARIA MECÂNICA,Bacharelado,Integral,35,103.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,586.22,662.2312630182921
FURG,Pública Federal,RS,Sul,Rio Grande,ENGENHARIA QUÍMICA,Bacharelado,Integral,24,61.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,619.83,665.7809586392166
FURG,Pública Federal,RS,Sul,Rio Grande,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,48,167.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,597.51,645.2136391619567
FURG,Pública Federal,RS,Sul,Rio Grande,BIBLIOTECONOMIA,Bacharelado,Matutino,19,47.0,5,4,191900.0,Centro Sub-Regional A,3A,3,41070.406937129,83575.2333333334,557.73,632.0606503133456
